Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimID
feb,3.0,friday,honda,urban,,feb,,female,single,31.0,policy holder,sedan - collision,sedan,20000 to 29000,5418.0,10.0,,2.0,more than 30,more than 30,1,5 years,31 to 35,no,no,external,1 to 2,no change,1 vehicle,2019.0,,5417
Feb,3.0,Friday,Toyota,Rural,Friday,Feb,3.0,Male,Married,45.0,Third Party,Sedan - Liability,Sport,20000 to 29000,5419.0,5.0,400.0,3.0,,more than 30,none,7 years,36 to 40,No,No,External,more than 5,4 to 8 years,,2019.0,Liability,5418
,3.0,thursday,pontiac,urban,thursday,mar,1.0,,single,36.0,policy holder,sedan - liability,sport,20000 to 29000,5420.0,13.0,400.0,3.0,more than 30,more than 30,more than 4,7 years,36 to 40,no,no,external,none,no change,1 vehicle,2019.0,liability,5419
,4.0,sunday,pontiac,,tuesday,may,1.0,female,single,48.0,policy holder,sedan - collision,sedan,20000 to 29000,,6.0,400.0,4.0,more than 30,more than 30,none,more than 7,41 to 50,no,no,external,none,,1 vehicle,2019.0,collision,5420
jul,2.0,tuesday,chevrolet,,thursday,jul,,female,single,36.0,policy holder,,sport,,5422.0,16.0,,1.0,more than 30,more than 30,none,7 years,,no,no,external,more than 5,,1 vehicle,2019.0,,5421
aug,1.0,monday,chevrolet,,friday,,1.0,,,29.0,third party,sedan - collision,sedan,30000 to 39000,5423.0,15.0,400.0,2.0,,more than 30,1,6 years,31 to 35,,no,external,more than 5,no change,1 vehicle,2019.0,collision,5422
jul,,friday,honda,urban,friday,jul,5.0,male,married,39.0,third party,sedan - collision,sedan,20000 to 29000,5424.0,14.0,400.0,1.0,more than 30,more than 30,none,7 years,,,no,external,none,no change,1 vehicle,2019.0,collision,5423
jul,4.0,sunday,toyota,urban,tuesday,aug,1.0,male,single,19.0,policy holder,sedan - all perils,sedan,less than 20000,5425.0,2.0,400.0,,more than 30,more than 30,1,3 years,21 to 25,no,,external,3 to 5,no change,1 vehicle,2019.0,all perils,5424
,5.0,Tuesday,,Urban,,Nov,1.0,Male,Single,57.0,Third Party,Sedan - All Perils,Sedan,more than 69000,,8.0,700.0,1.0,more than 30,more than 30,none,,51 to 65,,No,External,,no change,1 vehicle,2019.0,All Perils,5425
,5.0,tuesday,mazda,urban,tuesday,oct,5.0,male,single,35.0,third party,,sedan,20000 to 29000,5427.0,4.0,400.0,3.0,more than 30,more than 30,2 to 4,,31 to 35,,,external,more than 5,no change,1 vehicle,2019.0,collision,5426
,,Saturday,Mazda,Rural,Wednesday,Nov,3.0,,Single,32.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,5428.0,15.0,400.0,3.0,more than 30,more than 30,2 to 4,,31 to 35,No,No,External,1 to 2,,1 vehicle,2019.0,Collision,5427
mar,5.0,thursday,toyota,urban,thursday,,5.0,male,married,37.0,third party,sedan - collision,sedan,,5429.0,10.0,400.0,4.0,more than 30,more than 30,none,7 years,36 to 40,,no,external,,no change,1 vehicle,2019.0,collision,5428
mar,5.0,monday,honda,urban,friday,may,1.0,male,single,0.0,policy holder,sedan - all perils,sedan,more than 69000,5430.0,16.0,,4.0,more than 30,more than 30,none,new,16 to 17,,no,external,,no change,,2019.0,all perils,5429
Mar,5.0,Monday,,Urban,Monday,Mar,5.0,Male,Married,,Policy Holder,Sedan - Collision,Sedan,less than 20000,5431.0,6.0,400.0,3.0,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,2019.0,Collision,5430
Feb,4.0,Sunday,Pontiac,,Tuesday,Mar,,Male,Single,52.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,15.0,400.0,1.0,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,2019.0,All Perils,5431
Jun,3.0,Monday,Honda,Urban,Wednesday,Jun,4.0,,Single,,,Sedan - Liability,Sport,more than 69000,5433.0,11.0,400.0,2.0,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,2019.0,Liability,5432
jun,2.0,tuesday,pontiac,urban,wednesday,jun,2.0,male,married,37.0,policy holder,sedan - liability,sport,20000 to 29000,,15.0,400.0,4.0,more than 30,more than 30,2 to 4,7 years,36 to 40,no,no,external,none,no change,1 vehicle,2019.0,liability,5433
,1.0,monday,pontiac,rural,monday,aug,1.0,male,single,48.0,policy holder,sedan - all perils,sedan,less than 20000,5435.0,1.0,400.0,4.0,more than 30,more than 30,2 to 4,7 years,41 to 50,no,no,external,none,no change,1 vehicle,,all perils,5434
Sep,2.0,Sunday,Mazda,Rural,Tuesday,Sep,2.0,Male,Married,28.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,5436.0,6.0,400.0,2.0,more than 30,,,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,2019.0,Liability,5435
Sep,1.0,Thursday,Pontiac,,Thursday,Sep,1.0,Male,Single,29.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,5437.0,9.0,400.0,3.0,,more than 30,1,6 years,31 to 35,Yes,No,External,3 to 5,no change,1 vehicle,2019.0,Collision,5436
Sep,5.0,Wednesday,Honda,Urban,Saturday,Oct,1.0,Male,Married,28.0,Policy Holder,Sedan - Collision,Sedan,,,14.0,400.0,1.0,more than 30,more than 30,1,5 years,,No,No,,1 to 2,no change,1 vehicle,2019.0,Collision,5437
sep,4.0,monday,saab,urban,,oct,1.0,male,married,,third party,,sedan,30000 to 39000,5439.0,4.0,400.0,4.0,more than 30,more than 30,none,more than 7,41 to 50,no,no,external,1 to 2,,1 vehicle,2019.0,all perils,5438
sep,4.0,saturday,pontiac,urban,thursday,sep,5.0,male,,35.0,policy holder,sedan - collision,,20000 to 29000,5440.0,2.0,400.0,4.0,more than 30,more than 30,none,7 years,31 to 35,no,,external,1 to 2,4 to 8 years,2 vehicles,2019.0,,5439
Oct,3.0,Thursday,Honda,Urban,Friday,Oct,4.0,Male,Married,58.0,Policy Holder,,Sport,20000 to 29000,5441.0,3.0,400.0,1.0,more than 30,,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,,Liability,5440
Oct,3.0,Thursday,Mazda,Urban,Monday,Oct,4.0,Male,Married,63.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,5442.0,7.0,400.0,4.0,more than 30,more than 30,more than 4,6 years,51 to 65,No,No,External,none,no change,1 vehicle,2019.0,Liability,5441
Oct,2.0,Thursday,Mazda,,Thursday,Oct,3.0,Male,Single,37.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,5443.0,10.0,400.0,4.0,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,,1 vehicle,2019.0,Collision,5442
oct,2.0,,pontiac,urban,monday,oct,3.0,female,married,45.0,third party,sedan - all perils,sedan,20000 to 29000,5444.0,14.0,400.0,1.0,more than 30,more than 30,1,6 years,36 to 40,no,no,external,none,no change,1 vehicle,2019.0,all perils,5443
nov,2.0,wednesday,toyota,urban,thursday,nov,2.0,male,married,59.0,third party,sedan - all perils,,20000 to 29000,5445.0,,400.0,4.0,more than 30,more than 30,none,more than 7,,no,no,external,none,no change,1 vehicle,2019.0,all perils,5444
Nov,,Monday,,Urban,Monday,Nov,3.0,Male,Married,48.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,5446.0,15.0,400.0,4.0,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,2019.0,Liability,5445
Dec,4.0,,,Urban,Thursday,Feb,2.0,Male,Married,50.0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,,12.0,400.0,1.0,more than 30,more than 30,none,7 years,41 to 50,,No,External,,no change,1 vehicle,2019.0,All Perils,5446
mar,1.0,saturday,pontiac,urban,monday,mar,1.0,male,married,30.0,third party,,sedan,20000 to 29000,5448.0,15.0,,1.0,more than 30,more than 30,1,6 years,31 to 35,no,no,external,more than 5,no change,1 vehicle,2019.0,all perils,5447
,1.0,Saturday,Pontiac,Urban,Wednesday,Mar,2.0,Male,Single,32.0,Policy Holder,Sedan - Liability,,20000 to 29000,5449.0,6.0,400.0,1.0,more than 30,more than 30,more than 4,6 years,,No,No,Internal,more than 5,no change,,2019.0,Liability,5448
May,1.0,Tuesday,Pontiac,Urban,,May,1.0,Male,Single,,Third Party,Sedan - All Perils,Sedan,20000 to 29000,,15.0,,3.0,more than 30,more than 30,none,more than 7,41 to 50,No,No,,none,no change,1 vehicle,2019.0,All Perils,5449
Aug,,,Accura,Urban,Wednesday,Aug,5.0,Male,Married,28.0,Policy Holder,Utility - All Perils,Utility,more than 69000,5451.0,,400.0,2.0,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,2019.0,All Perils,5450
may,,tuesday,accura,urban,friday,jun,3.0,male,married,35.0,policy holder,sedan - collision,sedan,20000 to 29000,5452.0,5.0,400.0,4.0,more than 30,more than 30,2 to 4,,31 to 35,no,no,external,1 to 2,,1 vehicle,2019.0,collision,5451
may,2.0,friday,toyota,urban,friday,may,2.0,male,married,50.0,policy holder,sedan - liability,sport,20000 to 29000,5453.0,5.0,400.0,1.0,more than 30,more than 30,2 to 4,7 years,41 to 50,no,no,external,more than 5,no change,1 vehicle,2019.0,liability,5452
Oct,,Friday,Pontiac,Urban,Thursday,,2.0,Male,Single,34.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,,,400.0,1.0,more than 30,more than 30,more than 4,5 years,,,No,External,more than 5,no change,,2019.0,Collision,5453
Sep,2.0,Wednesday,Toyota,Urban,Thursday,Sep,3.0,,Married,40.0,Policy Holder,,,20000 to 29000,5455.0,4.0,400.0,,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,2019.0,Collision,5454
,,Friday,Chevrolet,Urban,Wednesday,Sep,3.0,,Married,38.0,Policy Holder,Sedan - Liability,Sport,,5456.0,1.0,400.0,1.0,more than 30,more than 30,2 to 4,7 years,,No,No,External,more than 5,no change,1 vehicle,2019.0,Liability,5455
Aug,1.0,Tuesday,Pontiac,Urban,Wednesday,Aug,1.0,Male,Married,,Third Party,Sedan - Collision,Sedan,20000 to 29000,5457.0,13.0,700.0,3.0,more than 30,more than 30,2 to 4,,36 to 40,No,No,External,more than 5,no change,1 vehicle,2019.0,Collision,5456
aug,1.0,tuesday,saab,,friday,aug,1.0,,single,26.0,policy holder,sedan - collision,sedan,30000 to 39000,5458.0,4.0,400.0,3.0,more than 30,,none,5 years,31 to 35,no,no,external,1 to 2,2 to 3 years,1 vehicle,2019.0,collision,5457
jun,4.0,friday,honda,urban,tuesday,jun,5.0,male,single,25.0,third party,sport - collision,sport,more than 69000,5459.0,3.0,400.0,2.0,more than 30,more than 30,none,5 years,26 to 30,no,no,external,3 to 5,no change,1 vehicle,,collision,5458
May,4.0,Monday,Mazda,Urban,,May,4.0,Male,Single,35.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,5460.0,7.0,400.0,2.0,,more than 30,2 to 4,,31 to 35,No,No,External,none,no change,1 vehicle,2019.0,Liability,5459
May,3.0,Friday,Honda,Urban,Tuesday,May,4.0,Male,Married,55.0,Third Party,Sedan - All Perils,Sedan,,5461.0,11.0,400.0,3.0,more than 30,,none,7 years,41 to 50,No,No,External,none,,2 vehicles,2019.0,,5460
Sep,1.0,Monday,,Urban,Wednesday,Sep,2.0,Male,Single,21.0,,Sedan - All Perils,Sedan,30000 to 39000,5462.0,6.0,400.0,2.0,more than 30,more than 30,more than 4,4 years,,No,No,External,more than 5,no change,1 vehicle,2019.0,All Perils,5461
Aug,3.0,Friday,Chevrolet,Urban,Monday,Aug,4.0,Female,Married,32.0,Third Party,,Sport,30000 to 39000,5463.0,,,2.0,more than 30,more than 30,,6 years,31 to 35,,,,3 to 5,no change,1 vehicle,2019.0,Liability,5462
Aug,2.0,Sunday,Toyota,Urban,Friday,Aug,2.0,Female,Single,38.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,5464.0,9.0,400.0,,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,more than 5,,1 vehicle,2019.0,Liability,5463
Oct,3.0,Saturday,Chevrolet,Urban,Friday,Oct,,Male,Single,49.0,Policy Holder,Sedan - Liability,Sport,more than 69000,5465.0,6.0,400.0,2.0,more than 30,more than 30,more than 4,,41 to 50,No,No,External,3 to 5,no change,1 vehicle,2019.0,Liability,5464
oct,2.0,saturday,pontiac,urban,tuesday,oct,2.0,male,single,29.0,policy holder,sedan - collision,sedan,30000 to 39000,5466.0,11.0,,,more than 30,more than 30,1,,31 to 35,yes,no,external,1 to 2,no change,1 vehicle,2019.0,collision,5465
May,1.0,Thursday,Mazda,,Friday,May,4.0,Male,,68.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,5467.0,,400.0,2.0,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,,Collision,5466
,1.0,saturday,toyota,urban,monday,apr,1.0,male,married,62.0,third party,,sedan,20000 to 29000,5468.0,14.0,400.0,4.0,more than 30,more than 30,1,more than 7,51 to 65,no,no,external,none,no change,1 vehicle,2019.0,all perils,5467
May,5.0,Tuesday,Honda,Urban,Thursday,,1.0,Male,Married,51.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,5469.0,16.0,400.0,2.0,more than 30,more than 30,,more than 7,41 to 50,No,No,External,,no change,1 vehicle,2019.0,Collision,5468
may,4.0,,,urban,,nov,2.0,female,married,40.0,policy holder,sedan - collision,sedan,,5470.0,15.0,400.0,1.0,more than 30,more than 30,1,6 years,36 to 40,no,,external,none,no change,1 vehicle,2019.0,collision,5469
Aug,1.0,Wednesday,Toyota,Rural,,Aug,1.0,Male,Married,49.0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,5471.0,7.0,400.0,3.0,more than 30,,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,,All Perils,5470
Aug,1.0,Tuesday,Toyota,Urban,,Aug,1.0,Female,Married,43.0,Third Party,Sedan - Liability,Sport,20000 to 29000,5472.0,12.0,400.0,1.0,more than 30,,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,2019.0,Liability,5471
Oct,1.0,Monday,Mazda,Urban,Wednesday,Oct,2.0,,Single,48.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,5473.0,8.0,400.0,3.0,more than 30,more than 30,none,,41 to 50,,,External,3 to 5,no change,1 vehicle,2019.0,Collision,5472
aug,1.0,tuesday,pontiac,rural,thursday,aug,2.0,,married,37.0,policy holder,sedan - all perils,sedan,20000 to 29000,5474.0,4.0,400.0,2.0,,more than 30,,5 years,36 to 40,no,no,,none,no change,1 vehicle,2019.0,all perils,5473
Oct,1.0,Sunday,Honda,Urban,Monday,Oct,1.0,Male,Married,48.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,5475.0,,400.0,3.0,more than 30,,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,2019.0,Liability,5474
sep,3.0,tuesday,toyota,urban,tuesday,sep,3.0,male,married,56.0,policy holder,sedan - liability,sport,30000 to 39000,,7.0,400.0,3.0,more than 30,more than 30,2 to 4,more than 7,51 to 65,no,,,,no change,1 vehicle,2019.0,liability,5475
,2.0,Friday,Pontiac,Urban,Monday,May,3.0,Male,Married,51.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,5477.0,11.0,400.0,,more than 30,more than 30,none,,41 to 50,No,No,External,3 to 5,no change,,2019.0,All Perils,5476
may,2.0,friday,mazda,,,aug,1.0,female,,51.0,policy holder,sedan - liability,,,5478.0,1.0,400.0,1.0,more than 30,more than 30,2 to 4,7 years,41 to 50,no,no,external,1 to 2,no change,1 vehicle,2019.0,liability,5477
Aug,1.0,Wednesday,VW,Urban,Monday,Aug,2.0,Male,Single,27.0,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,,7.0,400.0,2.0,more than 30,more than 30,,6 years,,No,No,External,none,no change,1 vehicle,2019.0,Collision,5478
Jun,1.0,Saturday,Toyota,Urban,Saturday,Jun,1.0,Female,Married,53.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,5480.0,5.0,400.0,,more than 30,,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,2019.0,Collision,5479
Oct,2.0,Wednesday,,,,Oct,2.0,Male,Married,48.0,Third Party,Sedan - Liability,Sport,20000 to 29000,5481.0,16.0,400.0,3.0,more than 30,more than 30,1,7 years,41 to 50,No,,External,more than 5,,1 vehicle,2019.0,Liability,5480
Jul,2.0,Sunday,Chevrolet,Urban,Monday,Jul,2.0,Female,Single,33.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,5482.0,4.0,400.0,2.0,more than 30,more than 30,none,6 years,31 to 35,Yes,No,External,more than 5,4 to 8 years,2 vehicles,2019.0,Liability,5481
,2.0,Saturday,Toyota,Urban,Monday,Jul,2.0,Male,,39.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,5483.0,12.0,400.0,,more than 30,,none,7 years,,No,No,External,3 to 5,no change,1 vehicle,2019.0,All Perils,5482
aug,1.0,wednesday,chevrolet,urban,thursday,aug,1.0,,single,32.0,policy holder,sedan - collision,sedan,more than 69000,5484.0,11.0,400.0,1.0,more than 30,more than 30,none,6 years,31 to 35,,no,external,more than 5,no change,1 vehicle,2019.0,collision,5483
Jun,2.0,,Toyota,,Wednesday,Jun,3.0,Male,Married,63.0,Policy Holder,Sedan - Liability,,30000 to 39000,,7.0,400.0,4.0,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,2019.0,Liability,5484
,4.0,friday,,urban,thursday,feb,1.0,male,married,38.0,,sport - collision,sport,more than 69000,5486.0,16.0,400.0,2.0,more than 30,more than 30,none,7 years,36 to 40,no,no,external,none,no change,1 vehicle,,collision,5485
,,Tuesday,Chevrolet,Urban,Tuesday,,,Male,Married,40.0,Third Party,Sedan - Collision,,40000 to 59000,5487.0,,400.0,1.0,,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,2019.0,Collision,5486
,3.0,Thursday,Toyota,,Thursday,Jul,3.0,Male,Single,72.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,5488.0,,700.0,3.0,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,2019.0,All Perils,5487
Jul,3.0,Saturday,Honda,,Tuesday,,1.0,Male,Single,26.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,5489.0,10.0,400.0,2.0,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,2019.0,,5488
May,3.0,Monday,Pontiac,Urban,Tuesday,May,,,Married,37.0,Policy Holder,Sedan - Liability,,30000 to 39000,5490.0,14.0,,1.0,more than 30,more than 30,more than 4,7 years,36 to 40,No,,External,1 to 2,no change,1 vehicle,2019.0,Liability,5489
,3.0,Monday,Toyota,Urban,Thursday,May,3.0,Male,Married,,Policy Holder,Sedan - Liability,,20000 to 29000,5491.0,,400.0,3.0,more than 30,more than 30,none,7 years,41 to 50,,No,,none,no change,1 vehicle,2019.0,Liability,5490
,2.0,Friday,Mazda,Urban,Monday,Jul,2.0,Male,Married,61.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,,9.0,,4.0,more than 30,more than 30,none,more than 7,51 to 65,,No,External,more than 5,no change,1 vehicle,2019.0,Collision,5491
,2.0,thursday,pontiac,urban,,jul,3.0,male,,50.0,third party,sedan - all perils,sedan,less than 20000,5493.0,10.0,400.0,,more than 30,more than 30,2 to 4,more than 7,41 to 50,,no,external,3 to 5,no change,1 vehicle,2019.0,all perils,5492
dec,2.0,friday,chevrolet,urban,friday,dec,3.0,male,single,52.0,policy holder,,sedan,20000 to 29000,5494.0,3.0,400.0,3.0,more than 30,more than 30,none,7 years,41 to 50,no,no,external,none,no change,,2019.0,collision,5493
aug,1.0,,toyota,urban,monday,aug,2.0,male,married,38.0,policy holder,sedan - collision,,20000 to 29000,5495.0,14.0,400.0,1.0,more than 30,,1,7 years,36 to 40,no,no,external,none,,3 to 4,2019.0,collision,5494
Aug,,Wednesday,Toyota,Urban,Wednesday,Aug,3.0,Male,,44.0,,Sedan - Liability,Sport,20000 to 29000,5496.0,1.0,400.0,1.0,more than 30,more than 30,,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,2019.0,Liability,5495
Aug,3.0,Tuesday,,Rural,Tuesday,Aug,4.0,Female,Single,54.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,5497.0,,400.0,1.0,more than 30,more than 30,,7 years,,No,No,External,3 to 5,no change,1 vehicle,2019.0,All Perils,5496
aug,1.0,thursday,pontiac,,thursday,sep,,male,married,40.0,policy holder,sedan - all perils,sedan,20000 to 29000,,8.0,400.0,,more than 30,more than 30,none,5 years,36 to 40,no,no,external,none,no change,,2019.0,all perils,5497
aug,1.0,,honda,,monday,aug,2.0,male,married,42.0,third party,sedan - collision,sedan,20000 to 29000,5499.0,7.0,400.0,3.0,more than 30,more than 30,,7 years,36 to 40,no,no,external,more than 5,no change,1 vehicle,2019.0,collision,5498
Dec,2.0,Tuesday,,Rural,Tuesday,Dec,2.0,Male,Married,40.0,Policy Holder,,Sedan,,5500.0,8.0,400.0,1.0,more than 30,more than 30,2 to 4,6 years,,No,No,External,3 to 5,no change,1 vehicle,2019.0,Collision,5499
Oct,2.0,Thursday,Toyota,,Thursday,Oct,2.0,,Married,,Policy Holder,Sedan - Collision,Sedan,,5501.0,14.0,400.0,3.0,more than 30,more than 30,more than 4,more than 7,41 to 50,,No,External,1 to 2,no change,1 vehicle,2019.0,Collision,5500
sep,5.0,friday,pontiac,urban,wednesday,oct,1.0,female,single,30.0,third party,sedan - collision,sedan,20000 to 29000,5502.0,12.0,400.0,1.0,more than 30,,more than 4,6 years,31 to 35,no,no,external,1 to 2,no change,1 vehicle,2019.0,collision,5501
Aug,5.0,Monday,Chevrolet,Urban,Thursday,Aug,5.0,Male,,26.0,Policy Holder,,,20000 to 29000,5503.0,,400.0,3.0,more than 30,,2 to 4,6 years,31 to 35,No,No,,none,4 to 8 years,2 vehicles,2019.0,Liability,5502
jun,1.0,tuesday,,rural,tuesday,jun,1.0,female,married,43.0,policy holder,sedan - liability,sport,20000 to 29000,5504.0,1.0,400.0,3.0,more than 30,more than 30,more than 4,6 years,36 to 40,no,no,external,none,no change,1 vehicle,2019.0,liability,5503
jun,2.0,,ford,,,jun,2.0,male,single,28.0,third party,sedan - collision,sedan,40000 to 59000,5505.0,3.0,400.0,,more than 30,more than 30,none,7 years,,no,no,external,more than 5,no change,1 vehicle,2019.0,collision,5504
Aug,1.0,Friday,Mazda,Urban,Friday,Aug,3.0,Female,Married,53.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,5506.0,4.0,,1.0,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,2019.0,Collision,5505
,1.0,Sunday,,Urban,Tuesday,Apr,,,Single,31.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,5507.0,7.0,400.0,1.0,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,2019.0,,5506
